20:18:11.570829 IP 192.168.77.77.55330 > server.clickmeeting.com.23486: UDP, length 363
20:18:11.576366 IP 192.168.77.77.55330 > server.clickmeeting.com.23486: UDP, length 260
20:18:11.603679 IP 192.168.77.77.55330 > server.clickmeeting.com.23486: UDP, length 833
20:18:11.606700 IP 192.168.77.77.51390 > server.clickmeeting.com.27724: UDP, length 860
20:18:11.612102 IP 192.168.77.77.51390 > server.clickmeeting.com.27724: UDP, length 860
20:18:11.614368 IP 192.168.77.77.55330 > server.clickmeeting.com.23486: UDP, length 834
20:18:11.622871 IP 192.168.77.77.51390 > server.clickmeeting.com.27724: UDP, length 861
20:18:11.628461 IP 192.168.77.77.51390 > server.clickmeeting.com.27724: UDP, length 138
20:18:11.631225 IP 192.168.77.77.55330 > server.clickmeeting.com.23486: UDP, length 834
20:18:11.636599 IP 192.168.77.77.55330 > server.clickmeeting.com.23486: UDP, length 296
20:18:11.652611 IP 192.168.77.77.55330 > server.clickmeeting.com.23486: UDP, length 920
20:18:11.655489 IP 192.168.77.77.51390 > server.clickmeeting.com.27724: UDP, length 1140
20:18:11.666095 IP server.clickmeeting.com.27724 > 192.168.77.77.51390: UDP, length 80
20:18:11.666725 IP 192.168.77.77.51390 > server.clickmeeting.com.27724: UDP, length 1140
20:18:11.674467 IP 192.168.77.77.55330 > server.clickmeeting.com.23486: UDP, length 920
20:18:11.675823 IP server.clickmeeting.com.23486 > 192.168.77.77.55330: UDP, length 50
20:18:11.677520 IP 192.168.77.77.51390 > server.clickmeeting.com.27724: UDP, length 1140
20:18:11.687806 IP 192.168.77.77.55330 > server.clickmeeting.com.23486: UDP, length 22
20:18:11.688232 IP 192.168.77.77.51390 > server.clickmeeting.com.27724: UDP, length 138
20:18:11.693786 IP 192.168.77.77.51390 > server.clickmeeting.com.27724: UDP, length 1141
20:18:11.697411 IP 192.168.77.77.55330 > server.clickmeeting.com.23486: UDP, length 276
20:18:11.703176 IP server.clickmeeting.com.27724 > 192.168.77.77.51390: UDP, length 50
20:18:11.703715 IP 192.168.77.77.51390 > server.clickmeeting.com.27724: UDP, length 70
20:18:11.708304 IP 192.168.77.77.55330 > server.clickmeeting.com.23486: UDP, length 825
20:18:11.710153 IP 192.168.77.77.51390 > server.clickmeeting.com.27724: UDP, length 808
20:18:11.715610 IP 192.168.77.77.51390 > server.clickmeeting.com.27724: UDP, length 808
20:18:11.724635 IP 192.168.77.77.55330 > server.clickmeeting.com.23486: UDP, length 825
20:18:11.732233 IP server.clickmeeting.com.27724 > 192.168.77.77.51390: UDP, length 46
20:18:11.740942 IP 192.168.77.77.55330 > server.clickmeeting.com.23486: UDP, length 804
20:18:11.750351 IP 192.168.77.77.51390 > server.clickmeeting.com.27724: UDP, length 138
20:18:11.751884 IP 192.168.77.77.55330 > server.clickmeeting.com.23486: UDP, length 804
20:18:11.753212 IP 192.168.77.77.51390 > server.clickmeeting.com.27724: UDP, length 22
20:18:11.755681 IP 192.168.77.77.51390 > server.clickmeeting.com.27724: UDP, length 1059
20:18:11.757182 IP 192.168.77.77.55330 > server.clickmeeting.com.23486: UDP, length 333
